name,link_target,region,rng,elev,prom,col,lat,lon,sources
Mount Pangrango,Mount Pangrango,Java,,3019.0,2426.0,593.0,,,list-of-ultras-of-the-malay-archipelago
Grossglockner,Grossglockner,,,3798.0,2423.0,1375.0,,,list-of-european-ultra-prominent-peaks
Großglockner,Großglockner,,,3798.0,2423.0,,,,list-of-european-ultra-prominent-peaks
Roque de los Muchachos,Roque de los Muchachos,Canaries,,2423.0,2423.0,0.0,,,list-of-european-ultra-prominent-peaks
Mount Erciyes,Mount Erciyes,,Anatolia,3917.0,2419.0,1498.0,,,list-of-ultras-of-west-asia
Mount Odin (British Columbia),,British Columbia,Columbia Mountains,2971.0,2409.0,,50.5518,-118.1293,list-of-ultras-of-north-america
Mount Isto,,Alaska,Brooks Range,2735.89,2408.23,,69.2025,-143.802,list-of-ultras-of-north-america
Mount Catherine,Mount Catherine,,,2629.0,2404.0,225.0,,,list-of-ultras-of-africa;list-of-ultras-of-west-asia
Mount Monashee,,British Columbia,Columbia Mountains,3274.0,2404.0,,52.3853,-118.9399,list-of-ultras-of-north-america
Nun,Nun Kun,,,7135.0,2404.0,4731.0,,,list-of-ultras-of-the-himalayas
Cotopaxi,Cotopaxi,,,5896.0,2403.0,3493.0,,,list-of-ultras-of-south-america
Independence Peak,Independence Peak,,,6940.0,2402.0,4538.0,,,list-of-ultras-of-central-asia
Bazman,Bazman,,Eastern Iran,3503.0,2400.0,1103.0,,,list-of-ultras-of-west-asia
Mount Iliamna,,Alaska,Chigmit Mountains,3052.883,2397.562,,60.0321,-153.0915,list-of-ultras-of-north-america
Dhaulagiri II,Dhaulagiri II,,,7752.0,2397.0,5355.0,,,list-of-ultras-of-the-himalayas
Qurnat as Sawda',Qurnat as Sawda',,Lebanon,3088.0,2392.0,695.0,,,list-of-ultras-of-west-asia
Thabana Ntlenyana,Thabana Ntlenyana,,,3482.0,2390.0,1092.0,,,list-of-ultras-of-africa
Mount Olympus (Washington),,Washington,Olympic Mountains,2432.3,2389.027,,47.8013,-123.7108,list-of-ultras-of-north-america
Mount Taron,Mount Taron,,,2379.0,2379.0,0.0,,,list-of-ultras-of-oceania
Makalu,Makalu,/,,8485.0,2378.0,6107.0,,,list-of-ultras-of-the-himalayas
Galdhøpiggen,Galdhøpiggen,,,2469.0,2372.0,97.0,,,list-of-european-ultra-prominent-peaks
Mount Columbia (Canada),,Alberta,Canadian Rockies,3741.0,2371.0,,52.1473,-117.4416,list-of-ultras-of-north-america
Poco Mandasawu,Poco Mandasawu,Flores,,2370.0,2370.0,0.0,,,list-of-ultras-of-the-malay-archipelago
Kertau,Kertau,,,3282.0,2365.0,917.0,,,list-of-ultras-of-central-asia
Mount Karthala,Mount Karthala,Grande Comore,,2361.0,2361.0,0.0,,,list-of-ultras-of-africa
Gerlachovský štít,Gerlachovský štít,,,2655.0,2356.0,300.0,,,list-of-european-ultra-prominent-peaks
Mount Queen Bess,,British Columbia,Coast Mountains,3298.0,2355.0,,51.2714,-124.5682,list-of-ultras-of-north-america
Mount Miller,Mount Miller (Ross Dependency),,,4160.0,2354.0,1806.0,,,list-of-ultras-of-antarctica
Jargalant Hairhan,Jargalant Hairhan,,,3796.0,2353.0,1443.0,,,list-of-ultras-of-central-asia
Mount Kazbek,Mount Kazbek,/,Greater Caucasus,5034.0,2353.0,2681.0,,,list-of-european-ultra-prominent-peaks;list-of-ultras-of-west-asia
Mount Olympus,Mount Olympus,,,2917.0,2353.0,564.0,,,list-of-european-ultra-prominent-peaks
Yangra,Yangra,,,7422.0,2352.0,5070.0,,,list-of-ultras-of-the-himalayas
Mount Pico,Mount Pico,Azores,,2351.0,2351.0,0.0,,,list-of-european-ultra-prominent-peaks
Mount Cook (Saint Elias Mountains),,Alaska,Saint Elias Mountains,4194.057,2350.013,,60.1816,-139.9811,list-of-ultras-of-north-america
Mount Hood,,Oregon,Cascade Range,3428.8,2348.793,,45.3735,-121.6959,list-of-ultras-of-north-america
Llullaillaco,Llullaillaco,&nbsp;/&nbsp;,,6739.0,2344.0,4395.0,,,list-of-ultras-of-south-america
Taygetus,Taygetus,,,2404.0,2344.0,60.0,,,list-of-european-ultra-prominent-peaks
Mount Sanford (Alaska),,Alaska,Wrangell Mountains,4949.047,2343.002,,62.2132,-144.1292,list-of-ultras-of-north-america
Khüiten Peak,Khüiten Peak,&nbsp;/&nbsp;,,4374.0,2342.0,2023.0,,,list-of-ultras-of-central-asia
Cho Oyu,Cho Oyu,/,,8188.0,2340.0,5848.0,,,list-of-ultras-of-the-himalayas
Vulkan Alaid,Atlasov Island,Atlasov Island,,2339.0,2339.0,0.0,,,list-of-ultras-of-northeast-asia
Monte Roraima,Monte Roraima,/  /,,2810.0,2338.0,472.0,,,list-of-ultras-of-south-america
Ledyanaya,Ledyanaya,,,2453.0,2337.0,116.0,,,list-of-ultras-of-northeast-asia
Demirkazik Tepe,Demirkazık Peak,,Taurus Mountains,3756.0,2336.0,1420.0,,,list-of-ultras-of-west-asia
Mount Popomanaseu,Mount Popomanaseu,,,2335.0,2335.0,0.0,,,list-of-ultras-of-oceania
Mount Ulawun,Mount Ulawun,,,2334.0,2334.0,0.0,,,list-of-ultras-of-oceania
Mount Tom White,,Alaska,Chugach Mountains,3411.024,2328.981,,60.6518,-143.6972,list-of-ultras-of-north-america
Mount Tahat,Mount Tahat,,,2908.0,2328.0,580.0,,,list-of-ultras-of-africa
Mount Lister,Mount Lister,,,4025.0,2325.0,1700.0,,,list-of-ultras-of-antarctica
Mount Ophir,Mount Ophir (Sumatra),Sumatra,,2912.0,2324.0,588.0,,,list-of-ultras-of-the-malay-archipelago
Mount Cooper (British Columbia),,British Columbia,Columbia Mountains,3094.0,2319.0,,50.1797,-117.1992,list-of-ultras-of-north-america
Mulanje Massif,Mulanje Massif,,,3002.0,2319.0,683.0,,,list-of-ultras-of-africa
Tekilik Shan,Tekilik Shan,,,5450.0,2316.0,3134.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Gaudry,Mount Gaudry,Adelaide Island,,2315.0,2315.0,0.0,,,list-of-ultras-of-antarctica
Farallones de Cali,Farallones de Cali,,,4050.0,2309.0,1741.0,,,list-of-ultras-of-south-america
Mount Taranaki,Mount Taranaki,,,2518.0,2308.0,210.0,,,list-of-ultras-of-oceania
Mount Hotaka,"Mount Hotaka (Nagano, Gifu)",Honshū,,3190.0,2307.0,883.0,,,list-of-ultra-prominent-peaks-of-japan
Wheeler Peak (Nevada),,Nevada,Snake Range,3982.3,2306.731,,38.9858,-114.3139,list-of-ultras-of-north-america
Saser Kangri,Saser Kangri,"Ladakh,",,7672.0,2304.0,5368.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Pik Sat,Pik Sat,,,5900.0,2302.0,3598.0,,,list-of-ultras-of-central-asia
Sikaram Sar,Sikaram Sar,&nbsp;/&nbsp;,,4755.0,2295.0,2460.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Mount Ulysses,,British Columbia,Muskwa Ranges,3024.0,2294.0,,57.3464,-124.0928,list-of-ultras-of-north-america
Glacier Peak,,Washington,Cascade Range,3214.09,2291.491,,48.1125,-121.1138,list-of-ultras-of-north-america
Asahidake,Asahidake,Hokkaidō,,2290.0,2290.0,0.0,,,list-of-ultra-prominent-peaks-of-japan
Mount Malindang,Mount Malindang,Mindanao,,2404.0,2290.0,114.0,,,list-of-ultras-of-the-philippines
Marahuaca,Cerro Marahuaca,,,2832.0,2289.0,543.0,,,list-of-ultras-of-south-america
Mount Kabangama,Mount Kabangama,,,4104.0,2284.0,1820.0,,,list-of-ultras-of-oceania
Cerro Nevado,Cerro Nevado,,,3810.0,2281.0,1529.0,,,list-of-ultras-of-south-america
Farallones de Citara,Farallones del Citará,,,4050.0,2280.0,1770.0,,,list-of-ultras-of-south-america
Finsteraarhorn,Finsteraarhorn,,,4274.0,2280.0,1994.0,,,list-of-european-ultra-prominent-peaks
Gora Kurumdy,Gora Kurumdy,&nbsp;/&nbsp;/&nbsp;,,6614.0,2278.0,4336.0,,,list-of-ultras-of-central-asia
Beerenberg,Beerenberg,Jan Mayen,,2277.0,2277.0,0.0,,,list-of-european-ultra-prominent-peaks
Haramosh Peak,Haramosh Peak,",",,7397.0,2277.0,5120.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Kaçkar Dağı,Kaçkar Dağı,,Pontic Mountains,3932.0,2272.0,1660.0,,,list-of-ultras-of-west-asia
Melimoyu,Melimoyu,,,2440.0,2272.0,168.0,,,list-of-ultras-of-south-america
Shir Kuh,Shir Kuh,,Iranian plateau,4050.0,2271.0,1779.0,,,list-of-ultras-of-west-asia
Dashennongjia,Dashennongjia,,,3100.0,2270.0,830.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Chimtarga,Chimtarga,,,5490.0,2266.0,3224.0,,,list-of-ultras-of-central-asia
Mount Kimball (Alaska),,Alaska,Alaska Range,3154.686,2263.145,,63.239,-144.6419,list-of-ultras-of-north-america
Wildspitze,Wildspitze,,,3768.0,2261.0,,,,list-of-european-ultra-prominent-peaks
Otgontenger,Otgontenger,,,4000.0,2259.0,1741.0,,,list-of-ultras-of-central-asia
Bulu Kandela,Bulu Kandela,Sulawesi,,2870.0,2258.0,612.0,,,list-of-ultras-of-the-malay-archipelago
Blue Mountain Peak,,,Island of Jamaica,2256.0,2256.0,,18.0465,-76.5788,list-of-ultras-of-north-america
Doddabetta,Doddabetta,,,2636.0,2256.0,380.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Wedge Mountain,,British Columbia,Coast Mountains,2892.0,2249.0,,50.133,-122.7933,list-of-ultras-of-north-america
Calima,Cerro Calima,,,3840.0,2242.0,1598.0,,,list-of-ultras-of-south-america
Mount Hope,Mount Hope (Palmer Land),,,3239.0,2242.0,997.0,,,list-of-ultras-of-antarctica
Otter Mountain,,British Columbia,Coast Mountains,2692.0,2242.0,,56.0066,-129.6928,list-of-ultras-of-north-america
Mont Orohena,Mont Orohena,,,2241.0,2241.0,0.0,,,list-of-ultras-of-oceania
Karun Kuh,Karun Kuh,",",,6977.0,2240.0,4737.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Mount Kita,Mount Kita,Honshū,,3192.0,2239.0,953.0,,,list-of-ultra-prominent-peaks-of-japan
Nyainqentanglha Feng,Nyainqentanglha Feng,,,7162.0,2239.0,4923.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Point 2390,Point 2390,,,2390.0,2239.0,151.0,,,list-of-ultras-of-south-america
Piz Bernina,Piz Bernina,,,4048.0,2236.0,,,,list-of-european-ultra-prominent-peaks
Kawagebo,Kawagebo,,,6740.0,2232.0,4508.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Taibai,Mount Taibai,,,3750.0,2232.0,1518.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Kangze Gyai,Kangze Gyai,,,5808.0,2231.0,3577.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Semenov-Tian-Shansky Peak,Semenov-Tian-Shansky Peak,,,4895.0,2231.0,2664.0,,,list-of-ultras-of-central-asia
Pik BAM,Pik BAM,,,3072.0,2230.0,842.0,,,list-of-ultras-of-northeast-asia
Domuyo,Domuyo,,,4708.0,2228.0,2480.0,,,list-of-ultras-of-south-america
Monte Zeballos,Monte Zeballos,,,2700.0,2228.0,472.0,,,list-of-ultras-of-south-america
Mount Kosciuszko,Mount Kosciuszko,,,2228.0,2228.0,0.0,,,list-of-ultras-of-oceania
Mount Griggs,,Alaska,Alaska Peninsula,2331.725,2225.044,,58.3534,-155.0958,list-of-ultras-of-north-america
Ch'ok'e,Mount Choqa,,,4100.0,2225.0,1875.0,,,list-of-ultras-of-africa
Kwatna Peak,,British Columbia,Coast Mountains,2290.0,2225.0,,52.0706,-126.963,list-of-ultras-of-north-america
Nevado de Toluca,,,Cordillera Neovolcanica,4690.0,2225.0,,19.102,-99.7677,list-of-ultras-of-north-america
Huatou Jian,Huatou Jian,,,4750.0,2223.0,2527.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Shikar Beh,Shikar Beh,,,6200.0,2223.0,3977.0,,,list-of-ultras-of-the-himalayas
Mount Mekongga,Mount Mekongga,Sulawesi,,2650.0,2220.0,430.0,,,list-of-ultras-of-the-malay-archipelago
Mount Kobowre,Mount Kobowre,New Guinea,,3750.0,2217.0,1533.0,,,list-of-ultras-of-oceania;list-of-ultras-of-the-malay-archipelago
Sepu Kangri,Sepu Kangri,,,6956.0,2213.0,4743.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Outlook Peak,,Nunavut,Axel Heiberg Island,2210.0,2210.0,,79.7397,-91.4061,list-of-ultras-of-north-america
Zhupanovsky,Zhupanovsky,,,2923.0,2210.0,713.0,,,list-of-ultras-of-northeast-asia
Mount Foraker,,Alaska,Alaska Range,5303.531,2209.804,,62.9604,-151.3998,list-of-ultras-of-north-america
Argun,Argun (mountain),,,3418.0,2208.0,1210.0,,,list-of-ultras-of-africa
Cerro Champaqui,Sierras de Córdoba,,,2770.0,2208.0,562.0,,,list-of-ultras-of-south-america
Coropuna,Coropuna,,,6425.0,2208.0,4197.0,,,list-of-ultras-of-south-america
Ngọc Linh,Ngọc Linh,,,2598.0,2208.0,390.0,,,list-of-ultras-of-southeast-asia
Cordillera de Ansilta,Cordillera de Ansilta,,,5887.0,2205.0,3682.0,,,list-of-ultras-of-south-america
Cerro Paine Grande,Cerro Paine Grande,,,2884.0,2197.0,687.0,,,list-of-ultras-of-south-america
Golden Hinde (mountain),,British Columbia,Vancouver Island,2197.0,2197.0,,49.6627,-125.747,list-of-ultras-of-north-america
Kangto,Kangto,&nbsp;/&nbsp;,,7060.0,2195.0,4865.0,,,list-of-ultras-of-the-himalayas
White Mountain Peak,,California,White Mountains,4344.0,2193.345,,37.6341,-118.2557,list-of-ultras-of-north-america
Malubiting,Malubiting,",",,7453.0,2193.0,5260.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Mount Tūtoko,Mount Tūtoko,,,2723.0,2191.0,532.0,,,list-of-ultras-of-oceania
Ostry Tolbachik,Tolbachik,,,3672.0,2190.0,1482.0,,,list-of-ultras-of-northeast-asia
Mount Süphan,Mount Süphan,,Armenian Highlands,4058.0,2189.0,1869.0,,,list-of-ultras-of-west-asia
Mount Crillon,,Alaska,Saint Elias Mountains,3878.893,2187.249,,58.6625,-137.1712,list-of-ultras-of-north-america
Hochkönig,Hochkönig,,,2941.0,2181.0,,,,list-of-european-ultra-prominent-peaks
Pintado,Cerro Pintado,&nbsp;/&nbsp;,,3660.0,2181.0,140.0,,,list-of-ultras-of-south-america
Stauning Alper,,,Island of Greenland,2831.0,2181.0,,72.1167,-24.9,list-of-ultras-of-north-america
Cerro Teotepec,,Guerrero,Sierra Madre del Sur,3550.0,2180.0,,17.4682,-100.1364,list-of-ultras-of-north-america
Scud Peak,,British Columbia,Coast Mountains,2987.0,2172.0,,57.2412,-131.1676,list-of-ultras-of-north-america
Korab,Mount Korab,&nbsp;/&nbsp;,,2764.0,2169.0,595.0,,,list-of-european-ultra-prominent-peaks
Nevado de Chañi,Nevado de Chañi,,,5930.0,2166.0,3764.0,,,list-of-ultras-of-south-america
Aucanquilcha,Aucanquilcha,,,6176.0,2165.0,4011.0,,,list-of-ultras-of-south-america
Dufourspitze,Dufourspitze,/,,4634.0,2165.0,,,,list-of-european-ultra-prominent-peaks
Mauna Loa,,,,4169.368,2163.78,19.4756,19.4756,-155.6054,list-of-ultras-of-oceania
Keele Peak,,Yukon,Mackenzie Mountains,2952.0,2161.0,,63.4314,-130.3243,list-of-ultras-of-north-america
Saltoro Kangri,Saltoro Kangri,,,7742.0,2160.0,5582.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Cloud Peak,,Wyoming,Bighorn Mountains,4013.3,2157.074,,44.3821,-107.1739,list-of-ultras-of-north-america
Gannett Peak,,Wyoming,Wind River Range,4209.1,2156.769,,43.1842,-109.6542,list-of-ultras-of-north-america
Gasherbrum I,Gasherbrum I,&nbsp;/&nbsp;;,,8080.0,2155.0,5925.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Razorback Mountain (British Columbia),,British Columbia,Coast Mountains,3183.0,2153.0,,51.5905,-124.6912,list-of-ultras-of-north-america
Mount Vsevidof,,Alaska,Umnak Island,2149.149,2149.149,,53.1256,-168.6938,list-of-ultras-of-north-america
Nat Ma Taung,Nat Ma Taung,,,3070.0,2148.0,922.0,,,list-of-ultras-of-southeast-asia
Kangju Kangri,Kangju Kangri,,,6725.0,2147.0,4578.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Nevado el Cachi,Nevado el Cachi,,,6380.0,2146.0,4234.0,,,list-of-ultras-of-south-america
Monte Pissis,Monte Pissis,,,6795.0,2145.0,4650.0,,,list-of-ultras-of-south-america
Noijin Kangsang,Noijin Kangsang,,,7191.0,2145.0,5046.0,,,list-of-ultras-of-the-himalayas
Tebulosmta,Tebulosmta,/,Greater Caucasus,4493.0,2145.0,2348.0,,,list-of-european-ultra-prominent-peaks;list-of-ultras-of-west-asia
Mount Aragats,Mount Aragats,,Lesser Caucasus,4090.0,2143.0,1947.0,,,list-of-ultras-of-west-asia
Tanete Gandangdewata,Tanete Gandangdewata,Sulawesi,,3074.0,2141.0,933.0,,,list-of-ultras-of-the-malay-archipelago
Cerro el Nacimiento,,Oaxaca,Sierra Madre del Sur,3710.0,2140.0,,16.2115,-96.1967,list-of-ultras-of-north-america
Mount Tahan,Mount Tahan,,,2187.0,2140.0,46.0,,,list-of-ultras-of-southeast-asia
Hoher Dachstein,Hoher Dachstein,,,2995.0,2136.0,,,,list-of-european-ultra-prominent-peaks
Mount Takahe,Mount Takahe,,,3460.0,2134.0,1316.0,,,list-of-ultras-of-antarctica
Ghamubar Zom,Ghamubar Zom,,,6518.0,2133.0,4385.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Aj Bogd,Aj Bogd,,,3802.0,2132.0,1670.0,,,list-of-ultras-of-central-asia
Marmolada,Marmolada,,,3343.0,2131.0,,,,list-of-european-ultra-prominent-peaks
Mount Liman,Mount Liman,Java,,2563.0,2131.0,432.0,,,list-of-ultras-of-the-malay-archipelago
Mount Hesperus (Alaska),,Alaska,Alaska Range,2995.58,2126.899,,61.8036,-154.1469,list-of-ultras-of-north-america
Picacho del Diablo,,Baja California,Sierra de San Pedro Mártir,3095.0,2125.0,,30.9925,-115.3753,list-of-ultras-of-north-america
Mount Farnham,,British Columbia,Columbia Mountains,3493.0,2123.0,,50.4888,-116.4871,list-of-ultras-of-north-america
Kimhandu Hill,Kimhandu Hill,,,2653.0,2121.0,532.0,,,list-of-ultras-of-africa
Kinyeti,Kinyeti,,,3187.0,2120.0,1067.0,,,list-of-ultras-of-africa
Mount Madja-as,Mount Madja-as,Panay,,2117.0,2117.0,0.0,,,list-of-ultras-of-the-philippines
Mount Marapi,Mount Marapi,Sumatra,,2891.0,2116.0,775.0,,,list-of-ultras-of-the-malay-archipelago
Majadita,Majadita,,,6280.0,2113.0,4167.0,,,list-of-ultras-of-south-america
Buku Sibela,Buku Sibela,Bacan,,2111.0,2111.0,0.0,,,list-of-ultras-of-the-malay-archipelago
Koh-i-Baba,Koh-i-Baba,,,5048.0,2111.0,2937.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Hvannadalshnúkur,Hvannadalshnúkur,,,2110.0,2110.0,0.0,,,list-of-european-ultra-prominent-peaks
Muisky Gigant,Muisky Gigant,,,3067.0,2107.0,960.0,,,list-of-ultras-of-northeast-asia
Marmolejo,Marmolejo,&nbsp;/&nbsp;,,6108.0,2105.0,4003.0,,,list-of-ultras-of-south-america
Mount Foster,Mount Foster,Smith Island,,2105.0,2105.0,0.0,,,list-of-ultras-of-antarctica
Palup Qaqa,,,Island of Palup Qaqa,2105.0,2105.0,,71.3333,-52.8167,list-of-ultras-of-north-america
Mount Bona,,Alaska,Saint Elias Mountains,5044.45,2103.124,,61.3856,-141.7495,list-of-ultras-of-north-america
Mount Cikuray,Mount Cikuray,Java,,2820.0,2103.0,717.0,,,list-of-ultras-of-the-malay-archipelago
Mount Markham,Mount Markham,,,4350.0,2103.0,2247.0,,,list-of-ultras-of-antarctica
Parângu Mare,Parângu Mare,,,2519.0,2103.0,416.0,,,list-of-european-ultra-prominent-peaks
Kuh-e Shab,Kuh-e Shab,,Zagros Mountains,2681.0,2100.0,581.0,,,list-of-ultras-of-west-asia
Oscar Peak,,British Columbia,Coast Mountains,2336.0,2099.0,,54.9289,-129.0594,list-of-ultras-of-north-america
Helan Mountains,Helan Mountains,,,3540.0,2098.0,1442.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Pik Skalisty,Pik Skalisty (Kyrgyzstan),,,5621.0,2095.0,3526.0,,,list-of-ultras-of-central-asia
Zard Kuh,Zard Kuh,,Zagros Mountains,4221.0,2095.0,2105.0,,,list-of-ultras-of-west-asia
Lamo-She,Lamo-She,,,6070.0,2093.0,3977.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Parbati Parbat,Parbati Parbat,,,6633.0,2093.0,4540.0,,,list-of-ultras-of-the-himalayas
Cerro Castillo,Cerro Castillo,,,2675.0,2088.0,587.0,,,list-of-ultras-of-south-america
Pic Macaya,,,Island of Hispaniola,2347.0,2087.0,,18.3822,-74.0243,list-of-ultras-of-north-america
Ausangate,Ausangate,,,6372.0,2085.0,4287.0,,,list-of-ultras-of-south-america
Mount Mantalingajan,Mount Mantalingajan,Palawan,,2085.0,2085.0,0.0,,,list-of-ultras-of-the-philippines
Montaña de Santa Bárbara,,,Santa Bárbara,2744.0,2084.0,,14.9137,-88.1145,list-of-ultras-of-north-america
Barkol Shan,Barkol Shan,,,4300.0,2083.0,2217.0,,,list-of-ultras-of-central-asia
Mount Paraw,Mount Paraw,,Zagros Mountains,3390.0,2083.0,1322.0,,,list-of-ultras-of-west-asia
Kuh-e Fareghan,Kuh-e Fareghan,,Zagros Mountains,3240.0,2082.0,1158.0,,,list-of-ultras-of-west-asia
Mount Assiniboine,,Alberta,Canadian Rockies,3616.0,2082.0,,50.8696,-115.6509,list-of-ultras-of-north-america
Mount Satima,Mount Satima,,,4001.0,2081.0,1920.0,,,list-of-ultras-of-africa
Mount Jancowski,,British Columbia,Coast Mountains,2729.0,2079.0,,56.3372,-129.9817,list-of-ultras-of-north-america
Phou Bia,Phou Bia,,,2830.0,2079.0,751.0,,,list-of-ultras-of-southeast-asia
Chomolhari,Chomolhari,&nbsp;/&nbsp;,,7326.0,2077.0,5249.0,,,list-of-ultras-of-the-himalayas
Cayambe,Cayambe (volcano),,,5790.0,2075.0,3715.0,,,list-of-ultras-of-south-america
Dunheger,Dunheger,&nbsp;/&nbsp;,,3315.0,2075.0,1240.0,,,list-of-ultras-of-central-asia
Kuh-e Siah Khvani,Kuh-e Siah Khvani,,Alborz Mountains,3314.0,2074.0,1444.0,,,list-of-ultras-of-west-asia
El Altar,El Altar,,,5319.0,2072.0,3247.0,,,list-of-ultras-of-south-america
Cerro Pircas,Cerro Pircas,,,4380.0,2070.0,2310.0,,,list-of-ultras-of-south-america
Cordillera Vilcabamba,Cordillera Vilcabamba,,,4150.0,2070.0,2080.0,,,list-of-ultras-of-south-america
Opala,Opala volcano,,,2460.0,2070.0,390.0,,,list-of-ultras-of-northeast-asia
Cerro Las Minas,,,Sierra de las Nubes,2849.0,2069.0,,14.534,-88.6804,list-of-ultras-of-north-america
Pedra da Mina,Pedra da Mina,,,2798.0,2068.0,730.0,,,list-of-ultras-of-south-america
Cerro Macá,Cerro Macá,,,2300.0,2066.0,234.0,,,list-of-ultras-of-south-america
Monte Viso,Monte Viso,,,3841.0,2062.0,,,,list-of-european-ultra-prominent-peaks
Queen Mary's Peak,Queen Mary's Peak,Tristan da Cunha,,2062.0,2062.0,0.0,,,list-of-ultras-of-antarctica
Amba Farit,Amba Ferit,,,4270.0,2061.0,2209.0,,,list-of-ultras-of-africa
Chamar,Chamar (mountain),,,7165.0,2061.0,5104.0,,,list-of-ultras-of-the-himalayas
Mount Drum,,Alaska,Wrangell Mountains,3660.655,2060.452,,62.1159,-144.6394,list-of-ultras-of-north-america
Sara Sara,Sara Sara,,,5505.0,2060.0,3445.0,,,list-of-ultras-of-south-america
Medetsiz Tepe,Medetsiz Mountain,,Taurus Mountains,3524.0,2058.0,1466.0,,,list-of-ultras-of-west-asia
Mount Paris,Mount Paris,Alexander Island,,2896.0,2058.0,838.0,,,list-of-ultras-of-antarctica
Mount Xuebaoding,Mount Xuebaoding,,,5588.0,2057.0,3531.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Gladsheim Peak,,British Columbia,Columbia Mountains,2830.0,2056.0,,49.7867,-117.6272,list-of-ultras-of-north-america
Nakanai Mountains,Nakanai Mountains,,,2316.0,2056.0,260.0,,,list-of-ultras-of-oceania
Chư Yang Sin,Chư Yang Sin,,,2420.0,2055.0,365.0,,,list-of-ultras-of-southeast-asia
Mount Murphy,Mount Murphy,,,2705.0,2055.0,650.0,,,list-of-ultras-of-antarctica
Mount Tumpu,Mount Tumpu,Sulawesi,,2565.0,2054.0,511.0,,,list-of-ultras-of-the-malay-archipelago
Triglav,Triglav,,,2864.0,2052.0,,,,list-of-european-ultra-prominent-peaks
Milne Land,,,Island of Milne Land,2050.0,2050.0,,70.8194,-26.5956,list-of-ultras-of-north-america
Mount Guiting-Guiting,Mount Guiting-Guiting,Sibuyan,,2050.0,2050.0,0.0,,,list-of-ultras-of-the-philippines
Mount Hanang,Mount Hanang,,,3420.0,2050.0,1370.0,,,list-of-ultras-of-africa
Moldoveanu Peak,Moldoveanu Peak,,,2544.0,2046.0,498.0,,,list-of-european-ultra-prominent-peaks
Barre des Écrins,Barre des Écrins,,,4102.0,2045.0,,,,list-of-european-ultra-prominent-peaks
Mount Dawson (Canada),,British Columbia,Columbia Mountains,3377.0,2045.0,,51.1516,-117.4206,list-of-ultras-of-north-america
Payers Tinde,,,Island of Greenland,2320.0,2045.0,,73.1333,-26.3667,list-of-ultras-of-north-america
Beitstad Peak,,Nunavut,Ellesmere Island,2347.0,2044.0,,78.8007,-79.5292,list-of-ultras-of-north-america
Daxue Mountain,Daxue Mountain,,,3500.0,2041.0,1459.0,,,list-of-ultras-of-southeast-asia
Api,Api (mountain),,,7132.0,2040.0,5092.0,,,list-of-ultras-of-the-himalayas
Loolmalassin,Mount Loolmalasin,,,3682.0,2040.0,1642.0,,,list-of-ultras-of-africa
Monte Sarmiento,Monte Sarmiento,Tierra del Fuego,,2187.0,2040.0,147.0,,,list-of-ultras-of-south-america
Lefka Ori,Lefka Ori,Crete,,2453.0,2038.0,415.0,,,list-of-european-ultra-prominent-peaks
Jezercë,Jezercë,,,2694.0,2036.0,658.0,,,list-of-european-ultra-prominent-peaks
Kuh-e Genu,Kuh-e Genu,,Zagros Mountains,2350.0,2035.0,315.0,,,list-of-ultras-of-west-asia
Nevado del Ruiz,Nevado del Ruiz,,,5300.0,2035.0,3265.0,,,list-of-ultras-of-south-america
Pauhunri,Pauhunri,&nbsp;/&nbsp;,,7128.0,2035.0,5093.0,,,list-of-ultras-of-the-himalayas
Mount Chiginagak,,Alaska,Aleutian Range,2110.744,2034.544,,57.1334,-156.9912,list-of-ultras-of-north-america
Mount Edith Cavell,,Alberta,Canadian Rockies,3363.0,2033.0,,52.6672,-118.0569,list-of-ultras-of-north-america
Sulamutag Feng,Sulamutag Feng,,,6245.0,2028.0,4217.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Yerupajá,Yerupajá,,,6634.0,2028.0,4589.0,,,list-of-ultras-of-south-america
